,순,시즌,FA,출생,이름,팀,출장,완투,완봉,선발,승,패,세,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WAR,WPA
96,7,1985,0,1961,최일언,85O_#000042,, 2 , 0 , 9 , 10 , 14 , 3 , 0 , 144.2 , 57 ,, 610 , 119 , 4 , 75 , 3 , 5 , 88 , 0 , 2 , 2.43 , 2.96 , 1.34 , 146.9 , 120.6 , 3.80 ,,,
97,8,1985,0,1954,권영호,삼성,, 0 , 0 , 13 , 6 , 6 , 26 , 0 , 174.2 , 75 ,, 746 , 170 , 14 , 68 , 4 , 3 , 81 , 1 , 4 , 3.50 , 3.48 , 1.36 , 101.4 , 102.0 , 3.72 ,,,
98,9,1985,0,1953,황규봉,삼성,, 4 , 0 , 24 , 14 , 7 , 4 , 0 , 165.2 , 66 ,, 679 , 158 , 12 , 38 , 2 , 4 , 55 , 2 , 1 , 3.04 , 3.22 , 1.18 , 116.7 , 110.3 , 3.61 ,,,
99,10,1985,0,1961,박동수,롯데,, 7 , 2 , 22 , 9 , 10 , 0 , 0 , 168.0 , 69 ,, 695 , 158 , 11 , 36 , 1 , 17 , 84 , 1 , 2 , 2.73 , 3.00 , 1.16 , 124.8 , 113.8 , 3.45 ,,,
100,11,1985,0,1955,이선희,85M_#1245AB,, 4 , 1 , 18 , 5 , 7 , 2 , 0 , 138.0 , 44 ,, 569 , 111 , 5 , 55 , 3 , 4 , 49 , 0 , 2 , 2.28 , 3.20 , 1.20 , 146.3 , 104.5 , 3.31 ,,,
101,12,1985,0,1957,강만식,85해_#DB0000,, 5 , 2 , 37 , 13 , 8 , 0 , 0 , 198.2 , 78 ,, 803 , 178 , 22 , 44 , 0 , 19 , 63 , 0 , 1 , 3.31 , 3.97 , 1.12 , 105.6 , 87.9 , 3.02 ,,,
102,13,1985,0,1960,김진욱,85O_#000042,, 4 , 2 , 22 , 10 , 8 , 0 , 0 , 143.0 , 56 ,, 605 , 134 , 7 , 55 , 0 , 10 , 57 , 1 , 4 , 3.02 , 3.42 , 1.32 , 118.0 , 104.3 , 2.96 ,,,
103,14,1985,0,1956,배경환,롯데,, 2 , 1 , 15 , 6 , 6 , 0 , 0 , 98.2 , 36 ,, 406 , 93 , 6 , 21 , 2 , 4 , 38 , 0 , 3 , 2.83 , 2.94 , 1.16 , 120.6 , 116.1 , 2.37 ,,,
104,15,1985,0,1952,김정행,롯데,, 5 , 2 , 16 , 7 , 5 , 0 , 0 , 115.1 , 42 ,, 482 , 103 , 6 , 54 , 0 , 4 , 55 , 0 , 2 , 2.73 , 3.45 , 1.36 , 124.9 , 98.9 , 2.24 ,,,
105,16,1985,0,1965,문희수,85해_#DB0000,, 2 , 0 , 24 , 12 , 8 , 1 , 0 , 144.2 , 69 ,, 631 , 159 , 11 , 48 , 1 , 5 , 64 , 2 , 1 , 3.48 , 3.40 , 1.43 , 100.2 , 102.7 , 2.23 ,,,
106,17,1985,0,1956,유종겸,85M_#1245AB,, 3 , 0 , 13 , 10 , 8 , 1 , 0 , 135.1 , 52 ,, 547 , 111 , 10 , 52 , 1 , 5 , 40 , 0 , 8 , 2.99 , 3.83 , 1.20 , 111.6 , 87.3 , 2.19 ,,,
107,18,1985,0,1958,김용남,85해_#DB0000,, 1 , 0 , 10 , 11 , 6 , 8 , 0 , 134.2 , 74 ,, 560 , 147 , 14 , 26 , 2 , 3 , 74 , 0 , 1 , 4.48 , 3.07 , 1.29 , 78.0 , 113.7 , 2.15 ,,,
108,19,1985,0,1952,황태환,85O_#000042,, 1 , 1 , 6 , 4 , 8 , 1 , 0 , 97.0 , 42 ,, 402 , 79 , 6 , 40 , 2 , 2 , 50 , 0 , 2 , 3.53 , 3.23 , 1.23 , 101.1 , 110.5 , 2.10 ,,,
109,20,1985,0,1961,조도연,85해_#DB0000,, 1 , 0 , 15 , 4 , 6 , 2 , 0 , 123.2 , 56 ,, 522 , 131 , 10 , 35 , 1 , 5 , 46 , 0 , 4 , 3.71 , 3.47 , 1.34 , 94.1 , 100.6 , 2.10 ,,,
110,21,1985,0,1961,윤석환,85O_#000042,, 1 , 0 , 4 , 5 , 1 , 6 , 0 , 110.1 , 48 ,, 453 , 114 , 13 , 30 , 0 , 5 , 44 , 1 , 2 , 3.34 , 3.90 , 1.31 , 106.6 , 91.4 , 2.01 ,,,
111,22,1985,0,1960,오영일,85M_#1245AB,, 3 , 0 , 13 , 8 , 8 , 1 , 0 , 127.1 , 56 ,, 555 , 132 , 6 , 47 , 1 , 7 , 42 , 0 , 1 , 3.53 , 3.42 , 1.41 , 94.5 , 97.7 , 2.01 ,,,
112,23,1985,0,1955,하기룡,85M_#1245AB,, 4 , 0 , 12 , 5 , 10 , 2 , 0 , 111.0 , 46 ,, 468 , 103 , 3 , 53 , 2 , 4 , 31 , 0 , 3 , 2.92 , 3.50 , 1.41 , 114.4 , 95.5 , 1.83 ,,,
113,24,1985,0,1962,정은배,85삼_black,, 5 , 1 , 17 , 7 , 9 , 2 , 0 , 141.0 , 66 ,, 607 , 142 , 14 , 60 , 3 , 8 , 46 , 2 , 4 , 3.64 , 4.24 , 1.43 , 100.1 , 85.9 , 1.76 ,,,
114,25,1985,0,1956,임호균,롯데,, 3 , 1 , 25 , 10 , 10 , 0 , 0 , 145.0 , 63 ,, 617 , 136 , 8 , 77 , 0 , 0 , 43 , 0 , 3 , 3.23 , 3.93 , 1.47 , 105.7 , 86.7 , 1.73 ,,,
115,26,1985,0,1960,장호연,85O_#000042,, 5 , 0 , 15 , 7 , 4 , 1 , 0 , 128.2 , 61 ,, 531 , 110 , 9 , 63 , 0 , 4 , 46 , 0 , 1 , 3.50 , 3.97 , 1.35 , 101.9 , 89.7 , 1.67 ,,,
116,27,1985,0,1961,진동한,삼성,, 1 , 0 , 9 , 4 , 2 , 0 , 0 , 81.2 , 36 ,, 339 , 74 , 3 , 28 , 1 , 3 , 24 , 0 , 2 , 2.98 , 3.21 , 1.25 , 119.3 , 110.7 , 1.63 ,,,
117,28,1985,0,1961,최계훈,85삼_black,, 9 , 1 , 14 , 6 , 6 , 0 , 0 , 118.1 , 51 ,, 505 , 106 , 13 , 55 , 0 , 6 , 54 , 1 , 1 , 3.57 , 4.28 , 1.36 , 101.9 , 85.1 , 1.62 ,,,
118,29,1985,0,1961,양상문,롯데,, 1 , 1 , 6 , 6 , 3 , 4 , 0 , 101.0 , 57 ,, 446 , 120 , 7 , 25 , 0 , 5 , 58 , 0 , 2 , 3.83 , 2.86 , 1.44 , 89.0 , 119.2 , 1.58 ,,,
119,30,1985,0,1956,박철순,85O_#000042,, 2 , 0 , 5 , 1 , 4 , 0 , 0 , 50.1 , 19 ,, 193 , 36 , 2 , 14 , 0 , 2 , 34 , 0 , 1 , 2.68 , 2.34 , 0.99 , 132.9 , 152.6 , 1.46 ,,,
120,1,1986,0,1963,선동열,86해_#DB0000,, 19 , 8 , 22 , 24 , 6 , 6 , 0 , 262.2 , 38 ,, 972 , 153 , 2 , 52 , 5 , 7 , 214 , 2 , 3 , 0.99 , 1.16 , 0.78 , 307.1 , 262.7 , 14.89 ,,,
121,2,1986,0,1958,최동원,롯데,, 17 , 4 , 21 , 19 , 14 , 2 , 0 , 267.0 , 60 ,, 1039 , 204 , 7 , 55 , 5 , 6 , 208 , 0 , 2 , 1.55 , 1.49 , 0.97 , 191.8 , 200.0 , 11.74 ,,,
122,3,1986,0,1960,김용수,86M_#1245AB,, 0 , 0 , 3 , 9 , 9 , 26 , 0 , 178.0 , 40 ,, 694 , 128 , 4 , 59 , 7 , 3 , 74 , 0 , 0 , 1.67 , 2.46 , 1.05 , 177.7 , 120.4 , 6.92 ,,,
123,4,1986,0,1961,최일언,86O_#000042,, 12 , 6 , 23 , 19 , 4 , 2 , 0 , 221.2 , 49 ,, 881 , 140 , 2 , 101 , 3 , 6 , 101 , 0 , 3 , 1.58 , 2.69 , 1.09 , 187.7 , 110.5 , 6.75 ,,,
124,5,1986,0,1963,김건우,86M_#1245AB,, 9 , 2 , 29 , 18 , 6 , 0 , 0 , 229.1 , 62 ,, 891 , 170 , 6 , 62 , 1 , 9 , 102 , 3 , 4 , 1.81 , 2.44 , 1.01 , 164.3 , 121.5 , 6.46 ,,,
125,6,1986,0,1962,이상군,한화,, 19 , 4 , 30 , 12 , 17 , 1 , 0 , 243.1 , 88 ,, 972 , 216 , 17 , 43 , 3 , 11 , 104 , 0 , 0 , 2.63 , 2.76 , 1.06 , 119.5 , 113.8 , 5.28 ,,,
126,7,1986,0,1963,김신부,86청_#ED0000,, 10 , 3 , 28 , 10 , 10 , 0 , 0 , 233.0 , 93 ,, 965 , 220 , 12 , 57 , 5 , 21 , 89 , 1 , 1 , 3.21 , 2.92 , 1.19 , 98.3 , 107.9 , 4.21 ,,,
127,8,1986,0,1961,박동수,롯데,, 5 , 0 , 13 , 8 , 7 , 3 , 0 , 148.2 , 53 ,, 613 , 133 , 2 , 31 , 4 , 13 , 68 , 0 , 1 , 2.54 , 2.14 , 1.10 , 117.0 , 138.8 , 3.93 ,,,
128,9,1986,0,1960,장호연,86O_#000042,, 10 , 4 , 22 , 13 , 9 , 3 , 0 , 165.2 , 46 ,, 659 , 136 , 7 , 45 , 0 , 6 , 44 , 2 , 1 , 1.90 , 3.02 , 1.09 , 156.3 , 98.5 , 3.80 ,,,
129,10,1986,0,1958,김시진,삼성,, 11 , 1 , 26 , 16 , 6 , 3 , 0 , 196.2 , 68 ,, 822 , 161 , 6 , 110 , 4 , 6 , 87 , 0 , 3 , 2.47 , 3.30 , 1.38 , 125.1 , 93.8 , 3.51 ,,,
130,11,1986,0,1962,성준,삼성,, 6 , 1 , 19 , 15 , 5 , 2 , 0 , 149.0 , 48 ,, 607 , 135 , 9 , 40 , 3 , 3 , 60 , 2 , 2 , 2.36 , 2.86 , 1.17 , 131.2 , 108.1 , 3.46 ,,,
131,12,1986,0,1954,권영호,삼성,, 3 , 1 , 10 , 7 , 7 , 19 , 0 , 146.1 , 47 ,, 593 , 121 , 12 , 53 , 3 , 2 , 74 , 0 , 6 , 2.77 , 3.20 , 1.19 , 111.7 , 96.7 , 3.43 ,,,
132,13,1986,0,1962,한희민,한화,, 12 , 3 , 19 , 9 , 13 , 0 , 0 , 175.1 , 67 ,, 700 , 136 , 18 , 49 , 1 , 10 , 123 , 3 , 2 , 3.13 , 3.00 , 1.06 , 100.2 , 104.6 , 3.31 ,,,
133,14,1986,0,1952,김기태,86청_#ED0000,, 6 , 1 , 12 , 9 , 14 , 5 , 0 , 175.1 , 73 ,, 746 , 158 , 12 , 66 , 5 , 17 , 109 , 0 , 6 , 3.18 , 3.06 , 1.28 , 99.0 , 103.1 , 3.21 ,,,
134,15,1986,0,1962,박노준,86O_#000042,, 1 , 0 , 9 , 5 , 6 , 7 , 0 , 110.1 , 34 ,, 442 , 91 , 4 , 36 , 2 , 2 , 61 , 0 , 3 , 2.28 , 2.42 , 1.15 , 130.1 , 122.8 , 3.13 ,,,
135,16,1986,0,1963,차동철,86해_#DB0000,, 3 , 2 , 21 , 10 , 4 , 3 , 0 , 131.0 , 46 ,, 535 , 134 , 4 , 24 , 1 , 5 , 35 , 0 , 1 , 2.82 , 2.58 , 1.21 , 108.3 , 118.3 , 3.04 ,,,
136,17,1986,0,1951,김일융,삼성,, 7 , 2 , 19 , 13 , 4 , 0 , 0 , 138.2 , 47 ,, 573 , 120 , 8 , 45 , 4 , 2 , 60 , 0 , 1 , 2.53 , 2.89 , 1.19 , 122.1 , 107.0 , 2.92 ,,,
137,18,1986,0,1956,유종겸,86M_#1245AB,, 1 , 1 , 15 , 10 , 7 , 0 , 0 , 145.2 , 61 ,, 599 , 131 , 8 , 49 , 1 , 5 , 84 , 0 , 5 , 3.03 , 2.73 , 1.24 , 98.0 , 108.7 , 2.52 ,,,
138,19,1986,0,1964,김태원,86M_#1245AB,, 1 , 0 , 12 , 2 , 6 , 3 , 0 , 107.0 , 35 ,, 438 , 87 , 8 , 41 , 1 , 1 , 50 , 0 , 2 , 2.86 , 3.26 , 1.20 , 103.7 , 90.9 , 1.98 ,,,
139,20,1986,0,1962,김정수,86해_#DB0000,, 2 , 0 , 13 , 9 , 6 , 5 , 0 , 125.2 , 53 ,, 547 , 93 , 5 , 89 , 1 , 4 , 92 , 0 , 3 , 2.65 , 3.33 , 1.45 , 115.2 , 91.8 , 1.79 ,,,
140,21,1986,0,1961,윤학길,롯데,, 0 , 0 , 3 , 1 , 2 , 2 , 0 , 88.0 , 34 ,, 366 , 91 , 6 , 22 , 0 , 0 , 40 , 1 , 3 , 2.76 , 2.80 , 1.28 , 107.7 , 106.1 , 1.76 ,,,
141,22,1986,0,1952,김정행,롯데,, 6 , 2 , 18 , 7 , 7 , 0 , 0 , 118.0 , 40 ,, 499 , 94 , 5 , 61 , 0 , 7 , 51 , 0 , 2 , 2.90 , 3.49 , 1.31 , 102.6 , 85.2 , 1.73 ,,,
142,23,1986,0,1961,진동한,삼성,, 2 , 0 , 10 , 9 , 4 , 4 , 0 , 109.1 , 42 ,, 457 , 99 , 8 , 41 , 2 , 3 , 37 , 2 , 1 , 2.88 , 3.50 , 1.28 , 107.3 , 88.3 , 1.66 ,,,
143,24,1986,0,1952,황태환,86O_#000042,, 0 , 0 , 1 , 3 , 3 , 3 , 0 , 73.1 , 23 ,, 300 , 69 , 7 , 21 , 1 , 1 , 36 , 0 , 1 , 2.45 , 3.19 , 1.23 , 121.1 , 93.1 , 1.64 ,,,
144,25,1986,0,1965,손문곤,한화,, 3 , 1 , 12 , 2 , 5 , 0 , 0 , 117.0 , 51 ,, 495 , 118 , 6 , 47 , 0 , 3 , 36 , 0 , 3 , 3.38 , 3.41 , 1.41 , 92.7 , 92.1 , 1.59 ,,,
145,26,1986,0,1960,이상윤,86해_#DB0000,, 3 , 1 , 18 , 10 , 5 , 0 , 0 , 115.0 , 45 ,, 478 , 91 , 7 , 51 , 1 , 3 , 47 , 1 , 1 , 2.97 , 3.43 , 1.24 , 102.6 , 88.9 , 1.50 ,,,
146,27,1986,0,1965,문희수,86해_#DB0000,, 0 , 0 , 11 , 7 , 2 , 0 , 0 , 75.0 , 27 ,, 299 , 66 , 2 , 24 , 0 , 3 , 22 , 0 , 0 , 3.00 , 2.92 , 1.20 , 101.7 , 104.7 , 1.46 ,,,
147,28,1986,0,1960,방수원,86해_#DB0000,, 0 , 0 , 1 , 2 , 4 , 5 , 0 , 63.0 , 26 ,, 264 , 66 , 3 , 17 , 0 , 3 , 34 , 1 , 0 , 2.86 , 2.57 , 1.32 , 106.8 , 118.9 , 1.43 ,,,
148,29,1986,0,1961,최계훈,86청_#ED0000,, 6 , 1 , 18 , 6 , 14 , 2 , 0 , 159.1 , 79 ,, 688 , 164 , 12 , 67 , 3 , 5 , 62 , 0 , 3 , 3.67 , 3.58 , 1.45 , 85.8 , 88.1 , 1.39 ,,,
149,30,1986,0,1960,오영일,86M_#1245AB,, 0 , 0 , 21 , 12 , 8 , 0 , 0 , 132.0 , 54 ,, 569 , 136 , 9 , 55 , 2 , 4 , 43 , 1 , 0 , 3.00 , 3.61 , 1.45 , 98.8 , 82.2 , 1.32 ,,,
150,1,1987,0,1963,선동열,87해_#DB0000,, 7 , 4 , 11 , 14 , 2 , 6 , 0 , 162.0 , 21 ,, 604 , 89 , 2 , 47 , 1 , 3 , 144 , 1 , 1 , 0.89 , 1.76 , 0.84 , 392.4 , 198.4 , 9.39 ,,,
151,2,1987,0,1962,한희민,한화,, 14 , 3 , 22 , 13 , 8 , 4 , 0 , 206.0 , 64 ,, 798 , 156 , 7 , 44 , 2 , 4 , 116 , 1 , 0 , 2.36 , 2.45 , 0.97 , 155.2 , 149.3 , 7.19 ,,,
152,3,1987,0,1958,최동원,롯데,, 15 , 4 , 22 , 14 , 12 , 2 , 0 , 224.0 , 80 ,, 920 , 218 , 6 , 61 , 2 , 7 , 163 , 0 , 3 , 2.81 , 2.24 , 1.25 , 125.6 , 157.5 , 7.15 ,,,
153,4,1987,0,1962,이상군,한화,, 24 , 3 , 27 , 18 , 11 , 2 , 0 , 246.2 , 83 ,, 1006 , 233 , 13 , 52 , 1 , 10 , 85 , 2 , 2 , 2.55 , 3.21 , 1.16 , 143.4 , 114.2 , 6.51 ,,,
154,5,1987,0,1960,김용수,87M_#1245AB,, 0 , 0 , 1 , 9 , 5 , 24 , 0 , 141.0 , 34 ,, 560 , 109 , 6 , 36 , 6 , 4 , 71 , 0 , 0 , 1.98 , 2.74 , 1.03 , 174.1 , 125.9 , 5.98 ,,,
155,6,1987,0,1961,윤학길,롯데,, 13 , 2 , 20 , 13 , 10 , 1 , 0 , 200.0 , 66 ,, 815 , 191 , 4 , 62 , 5 , 3 , 84 , 0 , 2 , 2.57 , 2.79 , 1.27 , 137.8 , 126.8 , 5.72 ,,,
156,7,1987,0,1960,장호연,87O_#000042,, 13 , 2 , 21 , 15 , 8 , 6 , 0 , 188.1 , 67 ,, 784 , 170 , 1 , 74 , 1 , 10 , 73 , 0 , 6 , 2.82 , 3.08 , 1.30 , 121.9 , 111.5 , 4.51 ,,,
157,8,1987,0,1960,김진욱,87O_#000042,, 7 , 2 , 12 , 4 , 7 , 6 , 0 , 150.1 , 49 ,, 601 , 120 , 3 , 58 , 2 , 3 , 81 , 1 , 1 , 2.57 , 2.83 , 1.18 , 133.5 , 121.6 , 4.16 ,,,
158,9,1987,0,1961,정삼흠,87M_#1245AB,, 8 , 3 , 18 , 6 , 13 , 2 , 0 , 195.1 , 68 ,, 804 , 171 , 10 , 73 , 3 , 7 , 85 , 0 , 3 , 2.86 , 3.45 , 1.25 , 120.6 , 100.0 , 4.15 ,,,
159,10,1987,0,1958,김시진,삼성,, 7 , 3 , 27 , 23 , 6 , 0 , 0 , 193.1 , 73 ,, 818 , 166 , 9 , 96 , 1 , 7 , 113 , 1 , 5 , 3.12 , 3.49 , 1.36 , 114.4 , 102.4 , 3.97 ,,,
160,11,1987,0,1963,김건우,87M_#1245AB,, 6 , 1 , 23 , 12 , 7 , 0 , 0 , 163.1 , 54 ,, 686 , 170 , 5 , 51 , 0 , 3 , 56 , 1 , 1 , 2.64 , 3.17 , 1.35 , 130.3 , 108.6 , 3.87 ,,,
161,12,1987,0,1961,양상문,87청_#ED0000,, 13 , 3 , 23 , 12 , 13 , 0 , 0 , 209.1 , 87 ,, 863 , 188 , 18 , 66 , 2 , 5 , 84 , 0 , 2 , 3.10 , 3.77 , 1.21 , 116.0 , 95.2 , 3.55 ,,,
162,13,1987,0,1961,최일언,87O_#000042,, 9 , 2 , 19 , 14 , 8 , 1 , 0 , 154.2 , 52 ,, 639 , 129 , 4 , 70 , 0 , 6 , 70 , 0 , 5 , 2.56 , 3.37 , 1.29 , 134.3 , 101.9 , 3.49 ,,,
163,14,1987,0,1963,차동철,87해_#DB0000,, 7 , 2 , 23 , 9 , 11 , 0 , 0 , 159.2 , 65 ,, 653 , 157 , 8 , 39 , 2 , 5 , 49 , 0 , 0 , 3.16 , 3.29 , 1.23 , 110.5 , 105.9 , 3.10 ,,,
164,15,1987,0,1965,문희수,87해_#DB0000,, 4 , 1 , 13 , 7 , 7 , 2 , 0 , 109.1 , 34 ,, 429 , 89 , 5 , 27 , 1 , 4 , 37 , 1 , 0 , 2.22 , 3.21 , 1.06 , 156.9 , 108.7 , 2.95 ,,,
165,16,1987,0,1962,김대현,87해_#DB0000,, 3 , 0 , 12 , 9 , 5 , 3 , 0 , 142.1 , 48 ,, 580 , 121 , 12 , 53 , 2 , 4 , 51 , 0 , 3 , 2.78 , 4.01 , 1.22 , 125.4 , 87.1 , 2.75 ,,,
166,17,1987,0,1961,진동한,삼성,, 2 , 0 , 20 , 12 , 6 , 2 , 0 , 144.0 , 56 ,, 596 , 144 , 8 , 49 , 2 , 7 , 34 , 0 , 0 , 2.81 , 3.84 , 1.34 , 126.9 , 92.9 , 2.53 ,,,
167,18,1987,0,1954,권영호,삼성,, 0 , 0 , 2 , 5 , 3 , 18 , 0 , 89.2 , 27 ,, 356 , 74 , 7 , 30 , 1 , 0 , 28 , 0 , 1 , 2.41 , 3.83 , 1.16 , 148.2 , 93.2 , 2.53 ,,,
168,19,1987,0,1953,계형철,87O_#000042,, 5 , 0 , 24 , 8 , 12 , 0 , 0 , 148.1 , 59 ,, 633 , 122 , 3 , 74 , 0 , 6 , 53 , 0 , 1 , 2.61 , 3.63 , 1.32 , 131.8 , 94.6 , 2.40 ,,,
169,20,1987,0,1966,신동수,87해_#DB0000,, 2 , 1 , 14 , 5 , 4 , 0 , 0 , 127.2 , 48 ,, 524 , 112 , 10 , 53 , 4 , 3 , 67 , 0 , 0 , 3.03 , 3.66 , 1.29 , 115.1 , 95.3 , 2.40 ,,,
170,21,1987,0,1956,임호균,87청_#ED0000,, 11 , 1 , 21 , 9 , 10 , 0 , 0 , 173.2 , 80 ,, 748 , 185 , 8 , 80 , 9 , 6 , 38 , 0 , 8 , 3.78 , 3.96 , 1.53 , 94.9 , 90.7 , 2.27 ,,,
171,22,1987,0,1961,양일환,삼성,, 4 , 2 , 9 , 8 , 4 , 1 , 0 , 86.0 , 23 ,, 333 , 62 , 4 , 34 , 0 , 6 , 35 , 0 , 0 , 1.88 , 3.65 , 1.12 , 189.5 , 97.7 , 2.23 ,,,
172,23,1987,0,1961,박동수,롯데,, 8 , 1 , 14 , 9 , 8 , 3 , 0 , 140.0 , 72 ,, 601 , 164 , 10 , 27 , 0 , 13 , 71 , 0 , 3 , 4.24 , 3.24 , 1.36 , 83.3 , 109.1 , 2.12 ,,,
173,24,1987,0,1962,오명록,롯데,, 4 , 1 , 8 , 5 , 3 , 0 , 0 , 76.2 , 26 ,, 324 , 70 , 2 , 30 , 0 , 0 , 41 , 0 , 3 , 2.93 , 2.91 , 1.30 , 120.4 , 121.4 , 2.05 ,,,
174,25,1987,0,1952,김정행,롯데,, 5 , 2 , 17 , 6 , 5 , 0 , 0 , 102.0 , 45 ,, 426 , 95 , 3 , 41 , 0 , 1 , 46 , 0 , 2 , 3.62 , 3.18 , 1.33 , 97.7 , 111.0 , 1.86 ,,,
175,26,1987,0,1963,김신부,87청_#ED0000,, 4 , 1 , 16 , 6 , 11 , 1 , 0 , 113.2 , 54 ,, 500 , 132 , 4 , 32 , 5 , 13 , 33 , 1 , 1 , 4.04 , 3.40 , 1.44 , 88.9 , 105.6 , 1.86 ,,,
176,27,1987,0,1956,유종겸,87M_#1245AB,, 2 , 0 , 14 , 7 , 5 , 0 , 0 , 88.1 , 31 ,, 377 , 80 , 3 , 40 , 1 , 6 , 35 , 0 , 0 , 2.24 , 3.65 , 1.36 , 153.7 , 94.5 , 1.69 ,,,
177,28,1987,0,1954,천창호,한화,, 2 , 0 , 7 , 4 , 7 , 0 , 0 , 97.1 , 40 ,, 414 , 105 , 9 , 32 , 2 , 1 , 26 , 0 , 0 , 3.51 , 4.09 , 1.41 , 104.2 , 89.5 , 1.67 ,,,
178,29,1987,0,1961,윤석환,87O_#000042,, 3 , 2 , 13 , 7 , 8 , 2 , 0 , 105.0 , 50 ,, 457 , 124 , 5 , 38 , 1 , 2 , 41 , 0 , 1 , 3.94 , 3.42 , 1.54 , 87.2 , 100.5 , 1.50 ,,,
179,30,1987,0,1956,배경환,87청_#ED0000,, 5 , 0 , 11 , 4 , 7 , 2 , 0 , 104.2 , 54 ,, 449 , 118 , 7 , 28 , 4 , 1 , 30 , 0 , 2 , 3.70 , 3.48 , 1.40 , 97.1 , 103.2 , 1.49 ,,,
180,1,1988,0,1963,선동열,88해_#DB0000,, 9 , 1 , 12 , 16 , 5 , 10 , 0 , 178.1 , 29 ,, 674 , 116 , 3 , 35 , 0 , 7 , 200 , 1 , 0 , 1.21 , 1.26 , 0.85 , 316.2 , 303.8 , 11.79 ,,,
181,2,1988,0,1961,윤학길,롯데,, 17 , 3 , 25 , 18 , 10 , 3 , 0 , 234.0 , 89 ,, 967 , 241 , 9 , 53 , 1 , 3 , 123 , 1 , 7 , 3.15 , 2.73 , 1.26 , 121.4 , 140.2 , 7.27 ,,,
182,3,1988,0,1962,이상군,한화,, 3 , 1 , 8 , 10 , 3 , 16 , 0 , 135.0 , 38 ,, 530 , 120 , 7 , 22 , 2 , 3 , 47 , 0 , 2 , 2.40 , 3.07 , 1.05 , 163.5 , 128.0 , 5.13 ,,,
183,4,1988,0,1962,한희민,한화,, 10 , 4 , 20 , 16 , 5 , 5 , 0 , 188.0 , 72 ,, 782 , 188 , 16 , 55 , 2 , 7 , 103 , 0 , 1 , 3.11 , 3.55 , 1.29 , 126.1 , 110.7 , 4.82 ,,,
184,5,1988,0,1956,김성길,삼성,, 2 , 1 , 15 , 8 , 4 , 6 , 0 , 151.1 , 51 ,, 615 , 150 , 10 , 31 , 2 , 5 , 62 , 2 , 0 , 2.80 , 3.29 , 1.20 , 138.0 , 117.1 , 4.33 ,,,
185,6,1988,0,1961,윤석환,88O_#000042,, 0 , 0 , 1 , 13 , 3 , 14 , 0 , 108.0 , 28 ,, 439 , 96 , 6 , 38 , 5 , 2 , 53 , 1 , 0 , 2.08 , 3.29 , 1.24 , 180.5 , 114.3 , 3.97 ,,,
186,7,1988,0,1958,최동원,롯데,, 3 , 1 , 4 , 7 , 3 , 3 , 0 , 83.1 , 24 ,, 349 , 77 , 4 , 24 , 3 , 1 , 83 , 1 , 1 , 2.05 , 2.00 , 1.21 , 186.6 , 191.3 , 3.86 ,,,
187,8,1988,0,1960,김진욱,88O_#000042,, 5 , 2 , 14 , 11 , 8 , 2 , 0 , 139.1 , 52 ,, 559 , 116 , 6 , 45 , 2 , 8 , 73 , 2 , 4 , 3.10 , 3.19 , 1.16 , 121.3 , 118.0 , 3.75 ,,,
188,9,1988,0,1961,최일언,88O_#000042,, 2 , 0 , 13 , 6 , 4 , 0 , 0 , 115.2 , 33 ,, 485 , 100 , 0 , 48 , 0 , 5 , 50 , 0 , 2 , 2.18 , 3.09 , 1.28 , 172.6 , 121.8 , 3.71 ,,,
189,10,1988,0,1960,오영일,88M_#1245AB,, 8 , 0 , 21 , 7 , 11 , 2 , 0 , 176.0 , 83 ,, 760 , 208 , 9 , 50 , 4 , 5 , 64 , 2 , 2 , 3.48 , 3.39 , 1.47 , 107.8 , 110.8 , 3.36 ,,,
190,11,1988,0,1962,김훈기,삼성,, 6 , 3 , 10 , 10 , 5 , 3 , 0 , 118.0 , 44 ,, 472 , 102 , 8 , 23 , 2 , 3 , 50 , 0 , 0 , 2.75 , 3.22 , 1.06 , 140.5 , 119.7 , 3.22 ,,,
191,12,1988,0,1960,방수원,88해_#DB0000,, 0 , 0 , 2 , 2 , 1 , 6 , 0 , 80.0 , 17 ,, 320 , 63 , 1 , 23 , 1 , 2 , 23 , 0 , 0 , 1.69 , 3.07 , 1.08 , 227.0 , 124.9 , 2.90 ,,,
192,13,1988,0,1960,이상윤,88해_#DB0000,, 3 , 1 , 22 , 16 , 6 , 0 , 0 , 137.0 , 56 ,, 575 , 98 , 3 , 75 , 1 , 4 , 55 , 1 , 4 , 2.89 , 3.77 , 1.26 , 132.5 , 101.6 , 2.89 ,,,
193,14,1988,0,1963,차동철,88해_#DB0000,, 5 , 3 , 15 , 10 , 6 , 1 , 0 , 146.0 , 68 ,, 607 , 156 , 11 , 21 , 2 , 10 , 45 , 0 , 4 , 3.33 , 3.54 , 1.21 , 115.1 , 108.3 , 2.84 ,,,
194,15,1988,0,1966,이용철,88M_#1245AB,, 6 , 0 , 19 , 7 , 11 , 0 , 0 , 144.1 , 63 ,, 610 , 138 , 5 , 55 , 0 , 7 , 46 , 2 , 1 , 2.74 , 3.68 , 1.34 , 136.7 , 101.9 , 2.75 ,,,
